Cases,location,long,lat,Traffic,PctBeds,Distancing,SocialDist,PctVentila,AgeDistrib,Vaccines,Population,Area,PctCases,temp
2021,Mississippi_Tallahatchie,-90.1729,33.9534,41.332164,0.55,4,1,0,0.493913,0.702,13707,1689,147.4429124,27.199976
3782,Mississippi_Tate,-89.9449,34.6513,55.841242,0.5489,5,1,0.3752,0.528723,0.691,28539,1064,132.5204107,25.950006
3852,Mississippi_Tippah,-88.9099,34.7687,47.373898,0.83,5,1,0,0.538099,0.696,21748,1191,177.1197351,25.950006
2804,Mississippi_Tishomingo,-88.2392,34.7402,18.386115,0.39,5,1,0,0.618941,0.712,19275,1151,145.4734112,26.050012
1331,Mississippi_Tunica,-90.3748,34.6497,98.273027,0.544,5,1,0.197,0.402847,0.655,9392,1245,141.7163543,25.916681
5072,Mississippi_Union,-89.0078,34.4916,57.533486,0.33,5,1,0.37,0.5427,0.708,28866,1080,175.7084459,26.430017
1789,Mississippi_Walthall,-90.1045,31.1497,8.593427,0.22,4,1,0.3508,0.593893,0.72,14294,1047,125.1574087,27.883325
5797,Mississippi_Warren,-90.8335,32.3581,112.981572,0.67,5,1,0.72,0.531089,0.575,44841,1602,129.2790081,27.692834
6163,Mississippi_Washington,-90.942,33.2839,149.38227,0.66,5,1,0.3,0.506722,0.638,42837,1971,143.8709527,27.149988
3609,Mississippi_Wayne,-88.6957,31.6414,11.721937,0.55,4,1,0.43,0.54498,0.742,20317,2107,177.6344933,27.649988
1605,Mississippi_Webster,-89.2839,33.613,27.581724,0.36,4,1,0.1162,0.569175,0.647,9676,1096,165.8743282,26.916681
908,Mississippi_Wilkinson,-91.3102,31.1608,12.699426,0.79,4,1,0.05,0.547245,0.519,8351,1781,108.7294935,27.972223
2683,Mississippi_Winston,-89.0339,33.0875,26.057611,0.57,4,1,0,0.603727,0.641,17845,1580,150.3502382,26.916681
1982,Mississippi_Yalobusha,-89.7076,34.0282,20.777934,0.63,4,1,0.1648,0.601781,0.523,11982,1282,165.4147888,27.199976
3857,Mississippi_Yazoo,-90.3966,32.7789,56.195405,0.42,4,1,0,0.458392,0.642,26982,2419,142.94715,27.199976
3002,Missouri_Adair,-92.6008,40.1906,45.798687,0.82,5,1,0,0.491298,0.632,25399,1475,118.1936297,21.699976
2452,Missouri_Andrew,-94.8016,39.9849,22.273235,0.717,4,1,0.1663,0.581739,0.707,17586,1130,139.4290913,23.550012
552,Missouri_Atchison,-95.4297,40.4324,40.829696,0.49,3,1,0,0.702105,0.542,5096,1425,108.3202512,23.749994
3340,Missouri_Audrain,-91.8424,39.2159,54.849304,0.31,5,1,0,0.560557,0.702,24835,1805,134.4876183,22.425012
3798,Missouri_Barry,-93.8292,36.7098,30.85028,0.57,5,1,0,0.617073,0.658,35818,2049,106.0360712,22.749994
1572,Missouri_Barton,-94.3476,37.5021,39.227123,0.83,5,1,0,0.617073,0.73,11592,1545,135.610766,23.249994
1815,Missouri_Bates,-94.3411,38.2527,18.661805,0.56,4,1,0,0.601781,0.696,16242,2205,111.7473218,23.249994
2212,Missouri_Benton,-93.2876,38.295,30.864184,0.7275,4,1,0.2562,0.765052,0.618,19627,1949,112.7018903,22.933344
1303,Missouri_Bollinger,-90.0273,37.3245,20.363595,0.622,3,1,0.1726,0.601781,0.739,12111,1609,107.588143,23.249994
22118,Missouri_Boone,-92.3072,38.9919,210.374912,0.64,5,1,0.47,0.409444,0.49,182991,1790,120.8693324,22.483331
12369,Missouri_Buchanan,-94.8014,39.6582,176.949214,0.99,5,1,0.23,0.523945,0.696,86530,1076,142.9446435,23.749994
5297,Missouri_Butler,-90.4042,36.7146,59.839298,0.92,5,1,0.27,0.581739,0.742,42178,1811,125.5867988,23.950006
1029,Missouri_Caldwell,-93.9831,39.6562,19.828477,0.5762,3,1,0.1013,0.607589,0.69,9051,1113,113.6890951,22.699976
6468,Missouri_Callaway,-91.9219,38.8367,68.98106,0.08,5,1,0,0.523945,0.625,44887,2195,144.0951723,22.450006
5569,Missouri_Camden,-92.7608,38.022,55.121926,0.88,5,1,0.46,0.732165,0.656,46414,1835,119.9853492,23.016687
10294,Missouri_Cape Girardeau,-89.6844,37.3849,79.037368,0.94,5,1,0.59,0.535777,0.625,79512,1519,129.4647349,23.050012
1229,Missouri_Carroll,-93.5063,39.4276,6.924488,0.59,4,1,0,0.633558,0.599,8554,1817,143.6754735,22.950006
778,Missouri_Carter,-90.9605,36.9416,18.525205,0.585,4,1,0.11,0.607589,0.745,5991,1318,129.8614589,23.950006
12001,Missouri_Cass,-94.3534,38.6479,48.267938,0.78,5,1,0.01,0.538099,0.599,106806,1820,112.3626014,22.930017
1549,Missouri_Cedar,-93.8545,37.7239,58.080003,0.4,4,1,0,0.672646,0.741,14322,1291,108.1552856,22.699976
916,Missouri_Chariton,-92.9629,39.515,16.148647,0.6125,3,0,0.095,0.675859,0.696,7360,1986,124.4565217,22.699976
11893,Missouri_Christian,-93.1854,36.9712,65.429545,0.6062,5,1,0.1575,0.511724,0.624,90655,1460,131.1896751,22.425012
855,Missouri_Clark,-91.7366,40.4104,25.834299,0.6412,3,1,0.1338,0.626321,0.768,6830,1326,125.1830161,22.050012
12579,Missouri_Clay,-94.4185,39.3113,310.844006,0.87,5,1,0.42,0.472457,0.576,253463,1058,49.62854539,23.216669
2428,Missouri_Clinton,-94.4047,39.6013,50.653578,0.61,4,1,0.39,0.567039,0.628,20553,1097,118.1336058,23.35
11835,Missouri_Cole,-92.2786,38.5046,178.917347,0.79,5,1,0.35,0.521532,0.564,76191,1033,155.3333071,22.550012
2310,Missouri_Cooper,-92.809,38.8445,20.169432,0.7738,5,1,0.2989,0.558371,0.667,17102,1474,135.0719214,22.920007
3136,Missouri_Crawford,-91.3053,37.9766,90.810322,0.99,5,1,0.2,0.593893,0.741,23739,1926,132.1032899,22.199976
807,Missouri_Dade,-93.8503,37.4318,20.938753,0.6838,3,1,0.2025,0.666136,0.634,7568,1311,106.6331924,22.699976
2065,Missouri_Dallas,-93.0213,37.6811,28.156247,0.6142,4,1,0.2417,0.617073,0.715,17219,1406,119.9256635,22.425012
878,Missouri_Daviess,-93.9852,39.9615,12.29275,0.5708,4,1,0.0614,0.618941,0.744,8283,1474,106.0002415,23.199976
1312,Missouri_DeKalb,-94.4048,39.892,50.385251,0.6792,5,1,0.1711,0.547245,0.772,10944,1103,119.8830409,23.249994
1550,Missouri_Dent,-91.5079,37.6066,56.067926,0.65,4,1,0.04,0.640657,0.766,15481,1954,100.1227311,22.930017
1438,Missouri_Douglas,-92.4991,36.9326,27.686135,0.5808,4,1,0.1722,0.675859,0.812,13344,2110,107.763789,21.950006
3622,Missouri_Dunklin,-90.0912,36.2717,58.542078,0.645,5,1,0.1788,0.577598,0.736,28878,1417,125.4241984,25.249994
12236,Missouri_Franklin,-91.0752,38.4113,120.386566,0.75,5,1,0.22,0.547245,0.564,104469,2410,117.1256545,22.149988
1878,Missouri_Gasconade,-91.5085,38.4395,59.150624,0.55,4,1,0,0.651059,0.579,14566,1362,128.9303858,22.374994
1070,Missouri_Gentry,-94.4094,40.211,28.035546,0.54,3,1,0,0.613308,0.647,6484,1273,165.0215916,23.249994
40045,Missouri_Greene,-93.3423,37.2576,299.920977,0.85,5,1,0.27,0.531089,0.594,294997,1756,135.7471432,22.749994
1376,Missouri_Grundy,-93.5651,40.1141,66.165494,0.96,4,1,0,0.638895,0.716,9595,1135,143.408025,23.050012
1002,Missouri_Harrison,-93.9922,40.3557,23.55463,0.56,4,1,0,0.652764,0.728,8321,1881,120.418219,22.649988
2717,Missouri_Henry,-93.7929,38.3848,74.256646,0.68,5,1,0,0.635346,0.649,22076,1897,123.0748324,22.990015
926,Missouri_Hickory,-93.3203,37.9416,11.106696,0.6465,4,1,0.2385,0.81118,0.68,9586,1066,96.59920718,22.699976
546,Missouri_Holt,-95.2164,40.098,23.225138,0.6629,3,0,0.08,0.685335,0.658,4232,1218,129.0170132,23.649988
1245,Missouri_Howard,-92.6976,39.1436,58.823881,0.7345,3,1,0.2467,0.579674,0.654,10001,1221,124.4875512,22.683313
5116,Missouri_Howell,-91.8868,36.7738,36.593995,0.81,5,1,0.18,0.603727,0.754,40262,2405,127.0677065,22.450006
1072,Missouri_Iron,-90.7735,37.5549,39.391019,0.86,3,1,0,0.642411,0.704,10098,1430,106.1596356,22.490015
104320,Missouri_Jackson,-94.3472,39.01,370.219921,0.83,5,1,0.28,0.493913,0.567,705925,1596,147.7777384,22.950006
20697,Missouri_Jasper,-94.3405,37.2035,110.442711,0.84,5,1,0.34,0.506722,0.624,121648,1661,170.1384322,23.249994
27120,Missouri_Jefferson,-90.5387,38.2593,187.656916,0.86,5,1,0.28,0.488664,0.649,226543,1720,119.7123725,22.883325
5947,Missouri_Johnson,-93.8069,38.7472,35.160531,1,5,1,0.19,0.42856,0.694,54219,2158,109.6847968,22.975
443,Missouri_Knox,-92.1478,40.127,29.083073,0.7101,3,0,0.0892,0.642411,0.669,3940,1313,112.4365482,21.950006
4840,Missouri_Laclede,-92.5888,37.659,64.127412,0.43,5,1,0.11,0.564891,0.706,35895,1989,134.8377211,22.450006
4005,Missouri_Lafayette,-93.7808,39.0699,37.040979,0.29,5,1,0,0.583792,0.631,33006,1655,121.3415743,22.649988
4768,Missouri_Lawrence,-93.8329,37.1063,55.421873,0.53,5,1,0,0.571298,0.703,38175,1589,124.8984938,22.749994
1388,Missouri_Lewis,-91.7207,40.0967,21.135164,0.6677,3,1,0.1616,0.583792,0.719,9810,1323,141.4882773,22.010004
7469,Missouri_Lincoln,-90.9559,39.0535,43.283022,0.7,5,1,0,0.44969,0.689,60119,1659,124.2369301,22.925012
1731,Missouri_Linn,-93.107,39.87,16.996181,0.2,4,1,0,0.629957,0.622,11830,1609,146.3229079,22.35
2393,Missouri_Livingston,-93.5465,39.7811,77.267469,0.49,5,1,0,0.618941,0.635,14413,1395,166.0306668,22.649988
1913,Missouri_Macon,-92.5645,39.8305,80.521758,0.52,5,1,0,0.652764,0.674,15095,2105,126.7307055,22.450006
1932,Missouri_Madison,-90.3467,37.4787,14.806231,0.3,4,1,0.02,0.591894,0.717,12113,1289,159.4980599,23.249994
852,Missouri_Maries,-91.9225,38.1619,23.679081,0.58,3,0,0.1875,0.631762,0.697,8795,1373,96.87322342,23.000024
4644,Missouri_Marion,-91.622,39.806,160.236731,0.94,5,1,0.39,0.56273,0.651,28423,1150,163.3888048,22.189996
3150,Missouri_McDonald,-94.3487,36.6287,27.916509,0.66,5,1,0.1863,0.509231,0.786,22900,1398,137.5545852,23.249994
359,Missouri_Mercer,-93.5683,40.4221,31.098834,0.5338,3,1,0.0077,0.631762,0.733,3558,1179,100.8993817,22.35
3522,Missouri_Miller,-92.4261,38.2145,49.334379,0.701,5,1,0.3498,0.583792,0.743,25791,1554,136.5592649,22.649988
1740,Missouri_Mississippi,-89.2951,36.8252,65.281381,0.5475,4,1,0.2763,0.560557,0.668,12691,1111,137.1050351,23.899988
2284,Missouri_Moniteau,-92.5798,38.6357,50.649979,0.6824,5,1,0.3307,0.521532,0.715,15585,1085,146.551171,22.716669
1173,Missouri_Monroe,-92.0004,39.4959,45.659309,0.571,3,1,0.1438,0.654462,0.638,8672,1736,135.2629151,22.500024
1281,Missouri_Montgomery,-91.47,38.9402,84.961376,0.5864,3,1,0.1005,0.6208,0.611,11294,1400,113.4230565,22.699976
2323,Missouri_Morgan,-92.8879,38.4182,31.848978,0.7576,5,1,0.3443,0.677455,0.696,20716,1590,112.1355474,23.149988
2543,Missouri_New Madrid,-89.6607,36.5967,28.012366,0.63,5,1,0.49,0.583792,0.753,16693,1805,152.3393039,25.199976
7194,Missouri_Newton,-94.3394,36.9052,85.643317,1,5,1,0,0.569175,0.802,58451,1623,123.0774495,23.649988
2752,Missouri_Nodaway,-94.8813,40.3608,13.110978,0.93,5,1,0,0.499089,0.607,21743,2274,126.5694706,23.450006
1136,Missouri_Oregon,-91.4034,36.6871,34.800183,0.4643,4,1,0.0602,0.680627,0.767,10411,2050,109.1153588,23.450006
1950,Missouri_Osage,-91.8614,38.4604,51.980616,0.6034,4,1,0.2672,0.551736,0.685,13535,1589,144.0709272,22.674982
956,Missouri_Ozark,-92.4446,36.6492,7.016649,0.5888,3,0,0.1453,0.729405,0.765,9083,1956,105.2515689,22.950006
1804,Missouri_Pemiscot,-89.7874,36.2131,24.578529,0.73,4,1,0,0.540407,0.802,15600,1330,115.6410256,25.199976
2548,Missouri_Perry,-89.8274,37.7066,53.374246,0.51,5,1,0,0.569175,0.692,19194,1254,132.7498177,22.85
6429,Missouri_Pettis,-93.2847,38.728,142.813704,0.86,5,1,0.47,0.540407,0.669,42490,1778,151.3061897,22.925012
5454,Missouri_Phelps,-91.7935,37.8774,176.880008,0.9,5,1,0.68,0.521532,0.647,44414,1746,122.7991174,22.416681
2213,Missouri_Pike,-91.1698,39.3431,35.001067,0.81,4,1,0,0.553961,0.697,17552,1773,126.0824977,22.149988
5182,Missouri_Platte,-94.7707,39.3815,292.104651,1,5,1,0.46,0.483339,0.556,106532,1105,48.64266136,23.35
4749,Missouri_Polk,-93.3983,37.6162,51.04334,0.53,5,1,0.68,0.57341,0.684,32490,1664,146.1680517,22.749994
4558,Missouri_Pulaski,-92.2078,37.8246,50.293564,0.6418,5,1,0.3156,0.291167,0.568,52709,1428,86.47479558,22.975
543,Missouri_Putnam,-93.0204,40.4794,26.186475,0.28,3,0,0.001,0.682203,0.743,4688,1346,115.8276451,21.749994
1372,Missouri_Ralls,-91.5184,39.5282,44.211299,0.6394,4,1,0.157,0.626321,0.765,10299,1253,133.2168172,21.950006
3176,Missouri_Randolph,-92.4971,39.4401,24.093054,0.7,5,1,0.04,0.533441,0.717,24409,1263,130.1159408,22.85
2444,Missouri_Ray,-93.9891,39.3537,12.768273,0.24,4,1,0,0.571298,0.684,22915,1486,106.6550295,22.899988
466,Missouri_Reynolds,-90.9701,37.3609,10.305074,0.6374,3,0,0.0863,0.656152,0.816,6198,2110,75.18554372,22.699976
1354,Missouri_Ripley,-90.8599,36.6546,19.599548,0.5696,4,1,0.1346,0.615195,0.783,13300,1636,101.8045113,23.699976
3409,Missouri_Saline,-93.2026,39.1373,22.121233,0.98,5,1,0.25,0.57551,0.623,22858,1986,149.1381573,22.975
384,Missouri_Schuyler,-92.5231,40.4692,39.976072,0.6038,3,1,0.0338,0.605663,0.78,4534,798,84.69342744,21.199976
312,Missouri_Scotland,-92.1471,40.4521,26.609856,0.86,3,1,0.12,0.583792,0.787,4871,1138,64.05255594,21.450006
5605,Missouri_Scott,-89.5647,37.0559,52.732518,0.6978,5,1,0.2472,0.569175,0.653,38288,1103,146.390514,24.199976
838,Missouri_Shannon,-91.4019,37.1577,24.208807,0.6033,3,0,0.0914,0.631762,0.774,8203,2600,102.1577472,23.183313
769,Missouri_Shelby,-92.0763,39.7974,26.605113,0.6323,3,1,0.1227,0.626321,0.61,5919,1301,129.9205947,22.749994
49579,Missouri_St. Charles,-90.6666,38.7788,262.206163,0.92,5,1,0.44,0.491298,0.497,406204,1535,122.0544357,23.749994
1084,Missouri_St. Clair,-93.7763,38.037,20.945129,0.49,4,1,0,0.726623,0.725,9689,1818,111.8794509,22.649988
10097,Missouri_St. Francois,-90.476,37.8121,87.120594,0.65,5,1,0.23,0.531089,0.665,66485,1178,151.8688426,22.450006
109181,Missouri_St. Louis,-90.4458,38.6377,577.58592,0.84,5,1,0.38,0.564891,0.482,994020,1356,109.8378302,23.516687
109181,Missouri_St. Louis,-90.4458,38.6377,577.58592,0.84,5,1,0.38,0.564891,0.482,994020,171,109.8378302,23.450006
2072,Missouri_Ste. Genevieve,-90.195,37.8909,22.810455,0.42,4,1,0,0.589885,0.639,17924,1312,115.5991966,22.35
3388,Missouri_Stoddard,-89.9444,36.8557,49.85494,0.6,5,1,0.05,0.609505,0.705,29001,2147,116.8235578,23.950006
3557,Missouri_Stone,-93.4526,36.75,27.891344,0.627,5,1,0.1092,0.766309,0.685,32465,1323,109.564146,22.450006
1075,Missouri_Sullivan,-93.1115,40.2099,10.768729,0.6,3,0,0.0011,0.622649,0.658,6033,1687,178.1866401,22.483331
8305,Missouri_Taney,-93.0408,36.6547,73.701655,0.95,5,1,0.12,0.633558,0.678,56104,1688,148.0286611,23.199976
2695,Missouri_Texas,-91.9656,37.3173,23.987708,0.25,4,1,0.12,0.6208,0.745,25112,3054,107.3192099,22.890009
2595,Missouri_Vernon,-94.3413,37.8458,62.555858,1,5,1,0.33,0.587865,0.729,20388,2167,127.2807534,23.183313
3919,Missouri_Warren,-91.1612,38.7653,77.957933,0.7267,5,1,0.1737,0.564891,0.661,36594,1134,107.0940591,22.975
3231,Missouri_Washington,-90.8795,37.9613,30.583056,0.6,5,1,0.03,0.533441,0.754,24604,1975,131.3201106,22.149988
1259,Missouri_Wayne,-90.46,37.113,19.681061,0.6368,4,1,0.1054,0.667774,0.715,12769,2005,98.59816744,23.950006
5148,Missouri_Webster,-92.8763,37.2814,58.208649,0.6802,5,1,0.2764,0.516661,0.65,39859,1538,129.1552723,22.149988
203,Missouri_Worth,-94.4233,40.4795,1.083698,0.5024,3,0,0.0284,0.68844,0.666,1953,691,103.9426523,23.050012
2300,Missouri_Wright,-92.4691,37.2703,49.539778,0.5745,4,1,0.1951,0.609505,0.715,18325,1769,125.5115962,22.149988
977,Montana_Beaverhead,-112.8985,45.1343,55.120283,0.54,4,1,0,0.640657,0.551,9483,14433,103.0264684,10.909998
2644,Montana_Big Horn,-107.4923,45.4234,30.506454,0.45,4,1,0,0.422297,0.39,13063,12992,202.4037357,19.6
878,Montana_Blaine,-108.9583,48.4318,13.738929,0.02,2,0,0.0663,0.501651,0.347,6568,10978,133.6784409,19.550012
563,Montana_Broadwater,-111.4956,46.3328,50.593713,0.58,3,0,0,0.672646,0.725,6444,3207,87.36809435,14.199976
985,Montana_Carbon,-109.0274,45.2285,30.898385,0.73,2,0,0.035,0.689984,0.6,10921,5339,90.19320575,20.199976
158,Montana_Carter,-104.5396,45.5198,1.204461,0.72,3,0,0.0138,0.708021,0.749,1235,8671,127.9352227,20.983331
10671,Montana_Cascade,-111.3468,47.308,229.444187,0.9,5,1,0.19,0.577598,0.573,81346,7023,131.1803899,17.35
526,Montana_Chouteau,-110.4353,47.8808,8.473452,0.83,3,0,0.0395,0.605663,0.747,5699,10351,92.29689419,18.550012
1290,Montana_Custer,-105.5738,46.2532,142.064379,0.68,4,1,0,0.593893,0.658,11292,9824,114.24017,19.499994
202,Montana_Daniels,-105.5476,48.7842,21.667486,0.7,3,0,0,0.729405,0.673,1638,3694,123.3211233,17.499994
1184,Montana_Dawson,-104.8944,47.2658,98.671748,0.6,4,1,0.07,0.577598,0.692,8555,6173,138.3985973,19.516656
1244,Montana_Deer Lodge,-113.0734,46.0595,1.947541,0.33,4,1,0.05,0.657835,0.516,9204,1920,135.1586267,10.450006
332,Montana_Fallon,-104.4184,46.3348,54.309471,0.83,3,0,0.0105,0.571298,0.734,2826,4203,117.4805379,20.475
1235,Montana_Fergus,-109.2245,47.2633,106.869285,0.21,3,0,0,0.666136,0.619,11104,11267,111.2211816,19.475
14367,Montana_Flathead,-114.0521,48.2958,123.6884,0.58,4,1,0.19,0.583792,0.666,105851,13613,135.7285241,11.716669
15739,Montana_Gallatin,-111.1693,45.5449,110.636063,0.85,5,1,0.01,0.422297,0.519,116806,6821,134.7447905,13.916681
94,Montana_Garfield,-107.0002,47.2755,12.283221,0.88,3,0,0.035,0.615195,0.841,1268,12559,74.13249211,19.6
1616,Montana_Glacier,-112.9934,48.7051,26.419871,0.17,3,0,0,0.409444,0.339,13594,7866,118.8759747,10.199976
60,Montana_Golden Valley,-109.1769,46.3816,30.639824,0.6575,3,0,0.0394,0.702105,0.642,827,3044,72.55139057,12.450006
251,Montana_Granite,-113.4414,46.4061,46.943586,0.6,3,0,0.0475,0.752243,0.692,3317,4488,75.67078686,12.916681
2161,Montana_Hill,-110.1129,48.6288,45.898491,0.32,4,1,0.06,0.493913,0.539,16358,7554,132.1066145,17.550012
1189,Montana_Jefferson,-112.0944,46.1491,35.401105,0.5262,3,0,0.02,0.6208,0.591,12360,4298,96.197411,17.35
103,Montana_Judith Basin,-110.2661,47.0458,11.707624,0.6397,3,0,0.0336,0.633558,0.682,1994,4845,51.65496489,14.016687
2393,Montana_Lake,-114.0898,47.6451,50.645654,0.47,4,1,0,0.633558,0.534,30986,4284,77.22842574,16.450006
7628,Montana_Lewis and Clark,-112.3947,47.1261,172.796221,0.63,4,1,0.06,0.564891,0.505,70229,9058,108.6160988,9.749994
147,Montana_Liberty,-111.0243,48.5608,17.077213,0.86,3,0,0,0.700611,0.719,2369,3747,62.05149852,16.85
1907,Montana_Lincoln,-115.4046,48.5427,53.167002,0.41,4,1,0.1375,0.730787,0.716,20343,9518,93.74231923,12.450006
858,Montana_Madison,-111.9173,45.3008,20.288752,0.37,4,1,0,0.74167,0.626,8959,9333,95.76961714,20.450006
195,Montana_McCone,-105.7945,47.6447,19.083652,0,3,0,0.0131,0.712397,0.852,1648,6947,118.3252427,21.550012
161,Montana_Meagher,-110.8899,46.5991,15.145179,0.48,3,0,0,0.667774,0.574,1831,6203,87.93009285,15.374994
410,Montana_Mineral,-115.0015,47.1528,76.289408,0.63,3,0,0,0.744341,0.549,4544,3168,90.22887324,12.149988
10550,Montana_Missoula,-113.9214,47.0373,244.454699,0.64,5,1,0.23,0.501651,0.449,121630,6780,86.73846913,11.649988
388,Montana_Musselshell,-108.395,46.4968,61.936384,0.83,3,0,0,0.69152,0.716,4669,4848,83.10130649,17.050012
1621,Montana_Park,-110.5264,45.4897,114.415976,0.74,4,1,0,0.637125,0.511,16760,7285,96.71837709,15.000024
14,Montana_Petroleum,-108.2509,47.1182,0.814747,0.5097,3,0,0.0526,0.607589,0.733,500,4336,28,20.450006
563,Montana_Phillips,-107.9129,48.2594,44.846905,0.12,3,0,0,0.645894,0.662,3919,13499,143.6590967,18.699976
553,Montana_Pondera,-112.2253,48.2277,15.691219,0.2,3,0,0,0.615195,0.578,5782,4254,95.64164649,15.399988
168,Montana_Powder River,-105.6367,45.3962,28.269939,0.5812,3,0,0.0055,0.69152,0.825,1681,8544,99.9405116,20.649988
1035,Montana_Powell,-112.9359,46.8554,33.995706,0.29,3,0,0,0.609505,0.633,6817,6041,151.8263166,12.416681
142,Montana_Prairie,-105.3794,46.8605,8.276999,0.73,3,0,0,0.746994,0.686,1067,4513,133.0834114,19.629999
3530,Montana_Ravalli,-114.1189,46.0852,45.555912,0.74,4,1,0,0.69152,0.593,45002,6217,78.44095818,11.416681
1305,Montana_Richland,-104.5611,47.7867,149.574293,0.68,4,1,0,0.491298,0.71,11043,5448,118.1744091,20.550012
1720,Montana_Roosevelt,-105.0079,48.2961,67.90912,0.4,3,0,0,0.389293,0.559,10964,6137,156.8770522,18.550012
1295,Montana_Rosebud,-106.7293,46.234,17.671017,0.53,3,0,0,0.506722,0.381,8836,13014,146.5595292,20.175012
767,Montana_Sanders,-115.133,47.6766,11.771546,0.69,3,0,0,0.756132,0.68,12157,7225,63.09122316,11.649988
441,Montana_Sheridan,-104.5038,48.7209,61.148628,0.18,3,0,0.0229,0.652764,0.602,3261,4419,135.2345906,18.489984
4399,Montana_Silver Bow,-112.662,45.9002,164.853349,0.68,5,1,0.04,0.585834,0.485,35180,1861,125.0426379,13.749994
807,Montana_Stillwater,-109.395,45.6707,40.867818,0.47,3,0,0.0443,0.638895,0.649,9888,4677,81.61407767,17.925012
416,Montana_Sweet Grass,-109.9426,45.8137,47.539829,0.92,2,0,0,0.766309,0.664,3684,4824,112.9207383,10.749994
574,Montana_Teton,-112.2411,47.8374,13.438517,0.74,3,0,0.0312,0.66449,0.67,6249,5933,91.85469675,9.689996
805,Montana_Toole,-111.6942,48.6558,38.815024,0.21,3,0,0,0.5427,0.644,4686,5039,171.7883056,15.950006
57,Montana_Treasure,-107.2667,46.2097,0.716849,0.665,3,0,0.046,0.680627,0.628,695,2550,82.01438849,20.050012
932,Montana_Valley,-106.667,48.3644,75.093847,0.12,4,1,0,0.649345,0.638,7359,13109,126.6476423,17.950006
193,Montana_Wheatland,-109.8465,46.4665,40.309575,0.54,3,0,0.0147,0.628144,0.71,2157,3697,89.47612425,11.199976
129,Montana_Wibaux,-104.2511,46.9593,39.496347,0.6825,3,0,0.0118,0.635346,0.78,939,2305,137.3801917,20.749994
19706,Montana_Yellowstone,-108.2691,45.9396,277.795106,0.82,5,1,0.28,0.538099,0.586,162990,6861,120.9031229,20.050012
2993,Nebraska_Adams,-98.5012,40.5245,53.446152,0.62,5,1,0.07,0.56273,0.662,31321,1461,95.5588902,22.525018
536,Nebraska_Antelope,-98.0666,42.177,22.160367,0.51,3,0,0,0.667774,0.69,6264,2224,85.56832695,22.550012
22,Nebraska_Arthur,-101.696,41.569,1.834877,0.4362,3,0,0.0275,0.708021,0.849,466,1860,47.21030043,21.649988
36,Nebraska_Banner,-103.7114,41.5463,0.225264,0.3975,3,0,0.0362,0.605663,0.777,786,1932,45.80152672,20.85
21,Nebraska_Blaine,-99.9768,41.9131,6.442291,0.4575,3,0,0.0775,0.710944,0.798,457,1850,45.95185996,22.749994
584,Nebraska_Boone,-98.0674,41.7076,24.968878,0.62,3,0,0,0.654462,0.577,5096,1780,114.599686,22.500024
944,Nebraska_Box Butte,-103.0879,42.2208,28.052637,0.43,4,1,0,0.56273,0.755,10696,2792,88.25729245,20.475
176,Nebraska_Boyd,-98.7649,42.8997,6.146691,0.17,3,0,0.025,0.746994,0.707,1860,1411,94.62365591,21.950006
220,Nebraska_Brown,-99.929,42.4302,36.157836,0.4,3,0,0,0.723821,0.698,2981,3173,73.80073801,22.050012
5521,Nebraska_Buffalo,-99.075,40.8549,63.347668,0.87,5,1,0.4,0.472457,0.687,50114,2526,110.1688151,22.149988
671,Nebraska_Burt,-96.3261,41.8506,35.645265,0.6688,3,0,0.0775,0.683772,0.519,6477,1287,103.5973444,22.716669
850,Nebraska_Butler,-97.1311,41.227,16.634632,0.4,3,0,0,0.622649,0.577,7960,1530,106.7839196,23.050012
2676,Nebraska_Cass,-96.1397,40.909,19.942381,0.4566,5,1,0.1267,0.547245,0.516,26232,1466,102.0128088,23.149988
776,Nebraska_Cedar,-97.2531,42.5989,13.95765,0.3762,3,1,0.0188,0.638895,0.655,8414,1932,92.22724031,21.749994
463,Nebraska_Chase,-101.6978,40.5237,13.212865,0.12,3,0,0,0.661178,0.752,3840,2324,120.5729167,22.149988
301,Nebraska_Cherry,-101.1244,42.545,23.07759,0.63,4,1,0,0.638895,0.724,5781,15564,52.06711642,21.050012
938,Nebraska_Cheyenne,-102.9942,41.22,10.782332,0.35,4,1,0,0.577598,0.65,9111,3099,102.952475,21.516687
706,Nebraska_Clay,-98.0513,40.5244,6.34462,0.4675,3,0,0.0238,0.611412,0.66,6216,1485,113.5778636,22.749994
1593,Nebraska_Colfax,-97.0869,41.5749,31.041802,0.33,4,1,0.0263,0.440781,0.647,10587,1079,150.4675545,22.85
1056,Nebraska_Cuming,-96.7873,41.9164,45.165273,0.58,5,1,0,0.647624,0.576,8798,1488,120.0272789,22.916681
852,Nebraska_Custer,-99.7281,41.3937,40.62042,0.19,4,1,0.0872,0.647624,0.692,10626,6672,80.18068888,21.950006
3939,Nebraska_Dakota,-96.5666,42.3904,141.768734,0.5536,5,1,0.1459,0.455514,0.519,20070,692,196.2630792,22.749994
749,Nebraska_Dawes,-103.1314,42.7199,37.970683,0.28,4,1,0,0.57341,0.692,8361,3629,89.58258582,21.216669
2888,Nebraska_Dawson,-99.8201,40.8703,31.876544,0.42,5,1,0,0.521532,0.668,23510,2640,122.8413441,22.450006
